,Sentence,Name,Disease,SSNs,Dates,Address,City,Zipcode,Url,Account,Medical Record,Contact,Email,Passport,IP Address
1760,"Mrs Homero Carrillo is suffering from cold . Her SSN 852752418 . She contacted on 1971/10/8 . Patient is from 769 Deckow Ramp North Attleborough , 1835 .
Advised her to reach http://soundcloud.com/vyruz/vyruz-the-first-gate-btf-25-06-2010 . Patient account number is  7351630666 . Medical record Id DS6801192 . Her 00712-74558 6 Email is CherishMarks@mail2paul.com
Patient Id 0488164 . IP address 185.146.200.0",Homero Carrillo,cold,852752418,1971/10/8,769 Deckow Ramp,North Attleborough,1835,http://soundcloud.com/vyruz/vyruz-the-first-gate-btf-25-06-2010,7351630666,DS6801192,00712-74558 6,CherishMarks@mail2paul.com,0488164,185.146.200.0
1761,"Mrs Eusebio Schulist is suffering from cough . Her SSN 538042815 . She contacted on 14/9/1907 . Patient is from 374 Waters Haven Unit 0 Lynn , 2743 .
Advised her to reach http://www.youtube.com/watch?v=mtUWZccFoII&feature=player_embedded . Patient account number is  8547922069 . Medical record Id ID1406448 . Her 07049 16 41 Email is RubyeUpton@sunrise-sunset.com
Patient Id HB818IF64 . IP address 185.126.252.0",Eusebio Schulist,cough,538042815,14/9/1907,374 Waters Haven Unit 0,Lynn,2743,http://www.youtube.com/watch?v=mtUWZccFoII&feature=player_embedded,8547922069,ID1406448,07049 16 41,RubyeUpton@sunrise-sunset.com,HB818IF64,185.126.252.0
1762,"Mr Dreama Doyle has  cold . Patient SSN 802-46-0641 . He came on 24.2.1996 . Patient home address is  257 Gutmann Highlands Apt 89 Billerica , 2090 .
we gave him http://tweetphoto.com/31421017 . Patient account number 0324390751 . Medical record Id MR3397433 . Patient 07094 96243-39 Email is KermitRutherford@mail2suzie.com
Patient Id L2467830 . Here is the IP 217.198.80.0",Dreama Doyle,cold,802-46-0641,24.2.1996,257 Gutmann Highlands Apt 89,Billerica,2090,http://tweetphoto.com/31421017,0324390751,MR3397433,07094 96243-39,KermitRutherford@mail2suzie.com,L2467830,217.198.80.0
1763,"Mr Argentina Rosenbaum is suffering from Diarrhea . Patient SSN 718015188 . He arrived on 13/12/2004 . Patient is from 636 Nikolaus Green Unit 35 Walpole , 1801 .
Advised him to reach http://yfrog.com/jyk5jj . Patient account number 5928478666 . Medical record Id DS3046144 . Patient 035 814-74 06 Email is BrittniGrimes@quakemail.com
Patient Id W1672221 . IP address 124.47.192.0",Argentina Rosenbaum,Diarrhea,718015188,13/12/2004,636 Nikolaus Green Unit 35,Walpole,1801,http://yfrog.com/jyk5jj,5928478666,DS3046144,035 814-74 06,BrittniGrimes@quakemail.com,W1672221,124.47.192.0
1764,"Mrs Eusebio Schulist is suffering from stomach ache . Her SSN 982 07 7108 . She contacted on 1926. 2. 9 . Patient is from 154 Howe Club Suite 89 Westfield , 1887 .
Advised her to reach http://www.flickr.com/photos/dinoia/4721950229/ . Patient account number is  5776028883 . Medical record Id CA4435524 . Her 026 084 142 Email is CecilaFeil@dansegulvet.com
Patient Id 7094008 . IP address 89.33.206.0",Eusebio Schulist,stomach ache,982 07 7108,1926. 2. 9,154 Howe Club Suite 89,Westfield,1887,http://www.flickr.com/photos/dinoia/4721950229/,5776028883,CA4435524,026 084 142,CecilaFeil@dansegulvet.com,7094008,89.33.206.0
1765,"Mr Burl Herzog has  stomach ache . Patient SSN 310 11 7011 . He came on 1/21/1924 . Patient home address is  726 Hermiston Center Easthampton , 1030 .
we gave him http://soundcloud.com/tristanhagelbeck/8-bitches-bites-the-beat-ohne-vocal-groove . Patient account number 9740329680 . Medical record Id DS8574115 . Patient 0094285686 Email is MarianoCastillo@mail2song.com
Patient Id F7751761 . Here is the IP 103.119.104.0",Burl Herzog,stomach ache,310 11 7011,1/21/1924,726 Hermiston Center,Easthampton,1030,http://soundcloud.com/tristanhagelbeck/8-bitches-bites-the-beat-ohne-vocal-groove,9740329680,DS8574115,0094285686,MarianoCastillo@mail2song.com,F7751761,103.119.104.0
1766,"Mr Sara Arreola has  headache . Patient SSN 504803566 . He came on 1961年1月24日 . Patient home address is  168 Runolfsdottir Run Unit 81 Weymouth , 2203 .
we gave him http://www.youtube.com/watch?v=d3u9z94K2L0 . Patient account number 7219176614 . Medical record Id CA9859120 . Patient 020935462942 Email is PatricioPeña@inbox.ru
Patient Id V236823 . Here is the IP 200.7.0.0",Sara Arreola,headache,504803566,1961年1月24日,168 Runolfsdottir Run Unit 81,Weymouth,2203,http://www.youtube.com/watch?v=d3u9z94K2L0,7219176614,CA9859120,020935462942,PatricioPeña@inbox.ru,V236823,200.7.0.0
1767,"Mrs Thaddeus Runolfsdottir is suffering from headache . Her SSN 409594900 . She contacted on 11/11/1980 . Patient is from 610 Harber Rapid Unit 87 Canton , 1850 .
Advised her to reach http://www.scribd.com/doc/33336187/Petroleum-Petroleum-Gustav-Meyrink . Patient account number is  1424374208 . Medical record Id CA9927124 . Her 085012 247150 Email is DebbieZieme@mail2emily.com
Patient Id T33228409 . IP address 185.28.124.0",Thaddeus Runolfsdottir,headache,409594900,11/11/1980,610 Harber Rapid Unit 87,Canton,1850,http://www.scribd.com/doc/33336187/Petroleum-Petroleum-Gustav-Meyrink,1424374208,CA9927124,085012 247150,DebbieZieme@mail2emily.com,T33228409,185.28.124.0
1768,"Mr Lisbeth Hand has  Diarrhea . Patient SSN 459612303 . He came on 28.4.1975. . Patient home address is  503 Carter Light Apt 12 Hopkinton , 2635 .
we gave him http://soundcloud.com/ocin-1/on-point-wiese-2 . Patient account number 2912380965 . Medical record Id CA0695244 . Patient 048 576-53 71 Email is WilsonHerzog@techie.com
Patient Id 09306585 . Here is the IP 103.25.221.0",Lisbeth Hand,Diarrhea,459612303,28.4.1975.,503 Carter Light Apt 12,Hopkinton,2635,http://soundcloud.com/ocin-1/on-point-wiese-2,2912380965,CA0695244,048 576-53 71,WilsonHerzog@techie.com,09306585,103.25.221.0
1769,"Mr Gracia Aufderhar is suffering from fever . Patient SSN 327-07-2154 . He arrived on H24.10.9 . Patient is from 726 Hermiston Center Framingham , 1606 .
Advised him to reach http://yfrog.com/j4qsoj . Patient account number 3025980999 . Medical record Id MR7795720 . Patient 0636281 Email is MikaelaJohns@mail2lucky.com
Patient Id 9120541 . IP address 202.52.47.0",Gracia Aufderhar,fever,327-07-2154,H24.10.9,726 Hermiston Center,Framingham,1606,http://yfrog.com/j4qsoj,3025980999,MR7795720,0636281,MikaelaJohns@mail2lucky.com,9120541,202.52.47.0
1770,"Mrs Alda Kris is suffering from stomach ache . Her SSN 499 62 9570 . She contacted on 2-12-1915 . Patient is from 289 Brown Glen Unit 6 Marlborough , 2721 .
Advised her to reach http://soundcloud.com/jordanjaser/mix-for-chicagohousefm-com-6-19-2010 . Patient account number is  6645366557 . Medical record Id DS6920784 . Her 021-245 052 Email is DannielleCormier@xmsg.com
Patient Id 3197294 . IP address 45.130.152.0",Alda Kris,stomach ache,499 62 9570,2-12-1915,289 Brown Glen Unit 6,Marlborough,2721,http://soundcloud.com/jordanjaser/mix-for-chicagohousefm-com-6-19-2010,6645366557,DS6920784,021-245 052,DannielleCormier@xmsg.com,3197294,45.130.152.0
1771,"Mr Eustolia Hagenes is suffering from Diarrhea . Patient SSN 014-79-0564 . He arrived on 12-11-2003 . Patient is from 665 Batz Trace Suite 67 Boston , 1701 .
Advised him to reach http://twitter.com/xlntcommunicate/status/17715347025 . Patient account number 2805517753 . Medical record Id ID2498583 . Patient 0049 6316259 Email is MarylandWelch@cww.de
Patient Id C4279730 . IP address 217.195.208.0",Eustolia Hagenes,Diarrhea,014-79-0564,12-11-2003,665 Batz Trace Suite 67,Boston,1701,http://twitter.com/xlntcommunicate/status/17715347025,2805517753,ID2498583,0049 6316259,MarylandWelch@cww.de,C4279730,217.195.208.0
1772,"Mr Asa Block is suffering from heart attack . Patient SSN 713 76 2879 . He arrived on 1931-6-17 . Patient is from 1099 White Gardens Boston , 2747 .
Advised him to reach http://www.soundcloud.com/crap_cilla . Patient account number 7115138056 . Medical record Id DS6216884 . Patient 08014-38480-80 Email is ElaneBradtke@the-hooligan.com
Patient Id 74490471 . IP address 103.79.32.0",Asa Block,heart attack,713 76 2879,1931-6-17,1099 White Gardens,Boston,2747,http://www.soundcloud.com/crap_cilla,7115138056,DS6216884,08014-38480-80,ElaneBradtke@the-hooligan.com,74490471,103.79.32.0
1773,"Mr Milissa Weimann is suffering from cough . Patient SSN 280-16-7572 . He arrived on 6/4/1919 . Patient is from 669 Macejkovic Lane Suite 42 Billerica , 1462 .
Advised him to reach http://blip.tv/file/3841115 . Patient account number 3524957556 . Medical record Id DS1730123 . Patient 0154 573-818 Email is SamCorkery@gofree.co.uk
Patient Id 033615780988 . IP address 138.0.108.0",Milissa Weimann,cough,280-16-7572,6/4/1919,669 Macejkovic Lane Suite 42,Billerica,1462,http://blip.tv/file/3841115,3524957556,DS1730123,0154 573-818,SamCorkery@gofree.co.uk,033615780988,138.0.108.0
1774,"Mr Marjory Friesen has  stomach ache . Patient SSN 514-61-4518 . He came on 28-12-1920 . Patient home address is  519 Thiel Annex Apt 55 Lunenburg , 1022 .
we gave him http://soundcloud.com/micrologue/04-07-2010-micrologue-vs-phonovoltaik-strident-sounds . Patient account number 5832335977 . Medical record Id MR3023513 . Patient 029-326 90-62 Email is GeraldGorczany@broadcast.net
Patient Id Y820166 . Here is the IP 203.189.8.0",Marjory Friesen,stomach ache,514-61-4518,28-12-1920,519 Thiel Annex Apt 55,Lunenburg,1022,http://soundcloud.com/micrologue/04-07-2010-micrologue-vs-phonovoltaik-strident-sounds,5832335977,MR3023513,029-326 90-62,GeraldGorczany@broadcast.net,Y820166,203.189.8.0
1775,"Mrs Alan Heathcote is suffering from Diarrhea . Her SSN 657 36 7453 . She contacted on 18/6/1913 . Patient is from 709 Cummings Green Abington , 2458 .
Advised her to reach http://vimeo.com/13029988 . Patient account number is  8503471435 . Medical record Id CA6420319 . Her 036-21-91-4 Email is LyleGusikowski@musician.org
Patient Id V119026 . IP address 87.120.48.0",Alan Heathcote,Diarrhea,657 36 7453,18/6/1913,709 Cummings Green,Abington,2458,http://vimeo.com/13029988,8503471435,CA6420319,036-21-91-4,LyleGusikowski@musician.org,V119026,87.120.48.0
1776,"Mr Rick Hermiston has  Diarrhea . Patient SSN 959-93-1430 . He came on 28/5/1906 . Patient home address is  826 Carroll Mill Cambridge , 2638 .
we gave him http://www.youtube.com/watch?v=S4tlfV3_yEI&feature=related . Patient account number 1760657436 . Medical record Id CA2063244 . Patient 05139 634 3 95 Email is AstridDickens@mail2turkmenistan.com
Patient Id 190764 . Here is the IP 192.54.186.0",Rick Hermiston,Diarrhea,959-93-1430,28/5/1906,826 Carroll Mill,Cambridge,2638,http://www.youtube.com/watch?v=S4tlfV3_yEI&feature=related,1760657436,CA2063244,05139 634 3 95,AstridDickens@mail2turkmenistan.com,190764,192.54.186.0
1777,"Mr Katelyn Osinski has  headache . Patient SSN 646 45 7455 . He came on 16/3/1943 . Patient home address is  537 Steuber Heights Unit 8 Boston , 2131 .
we gave him http://yfrog.com/5b59688defbb5f1f3f8ce04bcj . Patient account number 1082006257 . Medical record Id ID0968238 . Patient 09815 81-1278 Email is DaronEmard@imposter.co.uk
Patient Id 6869874 . Here is the IP 103.146.44.0",Katelyn Osinski,headache,646 45 7455,16/3/1943,537 Steuber Heights Unit 8,Boston,2131,http://yfrog.com/5b59688defbb5f1f3f8ce04bcj,1082006257,ID0968238,09815 81-1278,DaronEmard@imposter.co.uk,6869874,103.146.44.0
1778,"Mrs Bell Emmerich is suffering from cold . Her SSN 998461990 . She contacted on 5-5-1966 . Patient is from 904 Braun Avenue Chicopee , 1602 .
Advised her to reach http://i.imgur.com/N4mCn.jpg . Patient account number is  5476522889 . Medical record Id CA9915439 . Her 075951 1315 Email is BorisMarks@mailgenie.net
Patient Id Q9828410 . IP address 142.202.128.0",Bell Emmerich,cold,998461990,5-5-1966,904 Braun Avenue,Chicopee,1602,http://i.imgur.com/N4mCn.jpg,5476522889,CA9915439,075951 1315,BorisMarks@mailgenie.net,Q9828410,142.202.128.0
1779,"Mr Clara Lemus has  stomach ache . Patient SSN 86162041 . He came on 21/7/2555 . Patient home address is  323 Schneider Wall Quincy , 2186 .
we gave him http://soundcloud.com/m-tyralla/michael-tyralla-bloody-body . Patient account number 4405877166 . Medical record Id CA7850722 . Patient 01435-812-5169 Email is TimothyRunolfsdottir@adexec.com
Patient Id P6X107580 . Here is the IP 192.35.0.0",Clara Lemus,stomach ache,86162041,21/7/2555,323 Schneider Wall,Quincy,2186,http://soundcloud.com/m-tyralla/michael-tyralla-bloody-body,4405877166,CA7850722,01435-812-5169,TimothyRunolfsdottir@adexec.com,P6X107580,192.35.0.0
1780,"Mrs Broderick Kozey is suffering from cancer . Her SSN 138-35-1154 . She contacted on 20/1/1938 . Patient is from 833 Runolfsson Hollow Chelmsford , 1701 .
Advised her to reach http://www.ted.com/talks/david_pogue_says_simplicity_sells.html . Patient account number is  9407480321 . Medical record Id CA5409465 . Her 0689-527-01-38 Email is DorothyFay@pickupman.com
Patient Id 4222932 . IP address 185.8.212.0",Broderick Kozey,cancer,138-35-1154,20/1/1938,833 Runolfsson Hollow,Chelmsford,1701,http://www.ted.com/talks/david_pogue_says_simplicity_sells.html,9407480321,CA5409465,0689-527-01-38,DorothyFay@pickupman.com,4222932,185.8.212.0
1781,"Mr Wes Kessler is suffering from heart attack . Patient SSN 911572252 . He arrived on 10.9.2015 . Patient is from 330 Hermiston Trafficway Hatfield , 2472 .
Advised him to reach http://soundcloud.com/longplayproject/longplayproject-liveset . Patient account number 1268247548 . Medical record Id ID9649311 . Patient 0432-37 20 10 Email is StarlaCummerata@mail2brazil.com
Patient Id 9027884 . IP address 185.94.88.0",Wes Kessler,heart attack,911572252,10.9.2015,330 Hermiston Trafficway,Hatfield,2472,http://soundcloud.com/longplayproject/longplayproject-liveset,1268247548,ID9649311,0432-37 20 10,StarlaCummerata@mail2brazil.com,9027884,185.94.88.0
1782,"Mrs Lashawn Koepp is suffering from cancer . Her SSN 137-31-2110 . She contacted on 6.2.1956 . Patient is from 449 Shields Extension Unit 55 Amesbury , 2151 .
Advised her to reach http://www.flickr.com/photos/dvanvliet/4101518677/ . Patient account number is  8500119297 . Medical record Id MR1251283 . Her 0689-527-01-38 Email is EustoliaHagenes@money.net
Patient Id 0886192 . IP address 74.112.91.0",Lashawn Koepp,cancer,137-31-2110,6.2.1956,449 Shields Extension Unit 55,Amesbury,2151,http://www.flickr.com/photos/dvanvliet/4101518677/,8500119297,MR1251283,0689-527-01-38,EustoliaHagenes@money.net,0886192,74.112.91.0
1783,"Mr Lionel Fadel has  cold . Patient SSN 187 69 1909 . He came on 3/1/1920 . Patient home address is  809 Armstrong Branch Middleborough , 2081 .
we gave him http://yfrog.com/5skellan63j . Patient account number 7116481923 . Medical record Id DS6238357 . Patient 0241-312 194 Email is MarianoZiemann@mail2politician.com
Patient Id X3776327 . Here is the IP 212.24.224.0",Lionel Fadel,cold,187 69 1909,3/1/1920,809 Armstrong Branch,Middleborough,2081,http://yfrog.com/5skellan63j,7116481923,DS6238357,0241-312 194,MarianoZiemann@mail2politician.com,X3776327,212.24.224.0
1784,"Mr Mateo Palacios is suffering from cough . Patient SSN 758 13 4820 . He arrived on 2019-9-13 . Patient is from 885 Hoeger Well Suite 57 Ware , 1832 .
Advised him to reach http://blip.tv/file/3841115 . Patient account number 7615238667 . Medical record Id DS5581349 . Patient 0913607-52 4 Email is LouieJacobi@gyorsposta.hu
Patient Id URQ348466 . IP address 171.32.0.0",Mateo Palacios,cough,758 13 4820,2019-9-13,885 Hoeger Well Suite 57,Ware,1832,http://blip.tv/file/3841115,7615238667,DS5581349,0913607-52 4,LouieJacobi@gyorsposta.hu,URQ348466,171.32.0.0
1785,"Mr Mercedes Agosto is suffering from fever . Patient SSN 557 67 1547 . He arrived on 2-12-1915 . Patient is from 1033 Ledner Way Everett , 1951 .
Advised him to reach http://soundcloud.com/ugurproject/ugur-project-hard-groove-dinamo-fm-103-8-01-07-2010 . Patient account number 5817602742 . Medical record Id DS8591662 . Patient 0973-340-7648 Email is JoeFeeney@earthling.net
Patient Id 530953 . IP address 103.114.9.0",Mercedes Agosto,fever,557 67 1547,2-12-1915,1033 Ledner Way,Everett,1951,http://soundcloud.com/ugurproject/ugur-project-hard-groove-dinamo-fm-103-8-01-07-2010,5817602742,DS8591662,0973-340-7648,JoeFeeney@earthling.net,530953,103.114.9.0
1786,"Mr Muoi Nolan is suffering from stomach ache . Patient SSN 603-20-0408 . He arrived on 1/2/1969 . Patient is from 414 Trantow Camp Suite 35 Barnstable , 2170 .
Advised him to reach http://www.youtube.com/watch?v=wVCBFKeuRwQ . Patient account number 3919528312 . Medical record Id MR7637312 . Patient 049-345 1 1 Email is TeresitaRosenbaum@truckracers.com
Patient Id 726342360 . IP address 212.10.0.0",Muoi Nolan,stomach ache,603-20-0408,1/2/1969,414 Trantow Camp Suite 35,Barnstable,2170,http://www.youtube.com/watch?v=wVCBFKeuRwQ,3919528312,MR7637312,049-345 1 1,TeresitaRosenbaum@truckracers.com,726342360,212.10.0.0
1787,"Mr Dannie Smitham has  headache . Patient SSN 026 08 0434 . He came on 20/4/2004 . Patient home address is  1071 Von Course Westfield , 2163 .
we gave him http://soundcloud.com/baxxter-1/minimal-set-by-baxxter-12-11-2009 . Patient account number 6386376996 . Medical record Id CA2608981 . Patient 034 281-6775 Email is NickoleDenesik@mail2adore.com
Patient Id 6673786 . Here is the IP 45.137.60.0",Dannie Smitham,headache,026 08 0434,20/4/2004,1071 Von Course,Westfield,2163,http://soundcloud.com/baxxter-1/minimal-set-by-baxxter-12-11-2009,6386376996,CA2608981,034 281-6775,NickoleDenesik@mail2adore.com,6673786,45.137.60.0
1788,"Mr Vashti Wolff has  cough . Patient SSN 291-54-0945 . He came on 28/5/1906 . Patient home address is  971 Pfannerstill Trace Suite 36 Marlborough , 1930 .
we gave him http://soundcloud.com/dorfdosierer/dorfdosierer-spezial-seph . Patient account number 0857001591 . Medical record Id CA0754571 . Patient 06091-413144 Email is DenaeKovacek@allmail.net
Patient Id MS8O67997 . Here is the IP 203.217.140.0",Vashti Wolff,cough,291-54-0945,28/5/1906,971 Pfannerstill Trace Suite 36,Marlborough,1930,http://soundcloud.com/dorfdosierer/dorfdosierer-spezial-seph,0857001591,CA0754571,06091-413144,DenaeKovacek@allmail.net,MS8O67997,203.217.140.0
1789,"Mrs Sixta Wyman is suffering from cancer . Her SSN 630 53 2959 . She contacted on 3/1/1920 . Patient is from 147 Rippin Lane Northampton , 1535 .
Advised her to reach http://a.yfrog.com/img704/7356/0483ar02p.jpg . Patient account number is  1186036423 . Medical record Id ID3886977 . Her 0023886-24-86 Email is AnjaLubowitz@melodymail.com
Patient Id N6105475 . IP address 80.71.158.0",Sixta Wyman,cancer,630 53 2959,3/1/1920,147 Rippin Lane,Northampton,1535,http://a.yfrog.com/img704/7356/0483ar02p.jpg,1186036423,ID3886977,0023886-24-86,AnjaLubowitz@melodymail.com,N6105475,80.71.158.0
1790,"Mr Riley Donnelly has  cold . Patient SSN 646 45 7455 . He came on 24/10/1933 . Patient home address is  334 Schmeler Stravenue Southborough , 2186 .
we gave him http://soundcloud.com/sameerjaan89/i-wanna-feel-snippet-of-my-forthcoming-single . Patient account number 0034995005 . Medical record Id MR2146048 . Patient 03609 029 6 3 Email is MahaliaWyman@bla-bla.com
Patient Id ADW775810 . Here is the IP 94.199.120.0",Riley Donnelly,cold,646 45 7455,24/10/1933,334 Schmeler Stravenue,Southborough,2186,http://soundcloud.com/sameerjaan89/i-wanna-feel-snippet-of-my-forthcoming-single,0034995005,MR2146048,03609 029 6 3,MahaliaWyman@bla-bla.com,ADW775810,94.199.120.0
1791,"Mr Viola McGlynn is suffering from cancer . Patient SSN 450 97 0316 . He arrived on 21.9.1971 . Patient is from 564 Rippin Trace Apt 93 Lowell , 2143 .
Advised him to reach http://www.soundcloud.com/dj-pearl . Patient account number 7679585533 . Medical record Id CA6825899 . Patient 0740516903 17 Email is WilbertHirthe@themillionare.net
Patient Id 7292025 . IP address 45.251.116.0",Viola McGlynn,cancer,450 97 0316,21.9.1971,564 Rippin Trace Apt 93,Lowell,2143,http://www.soundcloud.com/dj-pearl,7679585533,CA6825899,0740516903 17,WilbertHirthe@themillionare.net,7292025,45.251.116.0
1792,"Mr Sherika Harris has  fever . Patient SSN 301627889 . He came on 16.1.2023 . Patient home address is  517 Cummings Harbor Agawam , 1583 .
we gave him http://yfrog.com/4veclipse7j . Patient account number 0269865403 . Medical record Id CA2785295 . Patient 04186-654 90-74 Email is GaleReynolds@findmail.com
Patient Id G8136664 . Here is the IP 185.200.132.0",Sherika Harris,fever,301627889,16.1.2023,517 Cummings Harbor,Agawam,1583,http://yfrog.com/4veclipse7j,0269865403,CA2785295,04186-654 90-74,GaleReynolds@findmail.com,G8136664,185.200.132.0
1793,"Mrs Lupita Greenfelder is suffering from heart attack . Her SSN 929 96 9150 . She contacted on 10/4/1993 . Patient is from 803 Sauer Club Longmeadow , 2368 .
Advised her to reach http://www.youtube.com/watch?v=q283s8vavRI . Patient account number is  5331646291 . Medical record Id ID6233168 . Her 048 257 419 Email is MarvelWyman@HotPOP.com
Patient Id Q0090014 . IP address 206.167.33.0",Lupita Greenfelder,heart attack,929 96 9150,10/4/1993,803 Sauer Club,Longmeadow,2368,http://www.youtube.com/watch?v=q283s8vavRI,5331646291,ID6233168,048 257 419,MarvelWyman@HotPOP.com,Q0090014,206.167.33.0
1794,"Mrs Jenell Deckow is suffering from cold . Her SSN 254-18-4205 . She contacted on 7/1/1974 . Patient is from 221 Steuber Gate Suite 80 Millis , 2476 .
Advised her to reach http://soundcloud.com/janter23/03-janter-zakebusch-beat-labor-bruederwirtschaft-grossmuehlingen-01-05-2010 . Patient account number is  3931036007 . Medical record Id MR6599354 . Her 0271-815-4719 Email is VerlieFay@mail.gr
Patient Id B5090301 . IP address 185.2.0.0",Jenell Deckow,cold,254-18-4205,7/1/1974,221 Steuber Gate Suite 80,Millis,2476,http://soundcloud.com/janter23/03-janter-zakebusch-beat-labor-bruederwirtschaft-grossmuehlingen-01-05-2010,3931036007,MR6599354,0271-815-4719,VerlieFay@mail.gr,B5090301,185.2.0.0
1795,"Mrs Jackie Gaylord is suffering from cough . Her SSN 35551556 . She contacted on 1/2/2011 . Patient is from 800 Murazik Esplanade Apt 94 Boston , 2721 .
Advised her to reach http://tweetphoto.com/31434704 . Patient account number is  5774797992 . Medical record Id ID6043367 . Her 0213-578457 Email is HumbertoGrimes@dawsonmail.com
Patient Id H7340161 . IP address 103.179.70.0",Jackie Gaylord,cough,35551556,1/2/2011,800 Murazik Esplanade Apt 94,Boston,2721,http://tweetphoto.com/31434704,5774797992,ID6043367,0213-578457,HumbertoGrimes@dawsonmail.com,H7340161,103.179.70.0
1796,"Mrs Frankie Heathcote is suffering from Diarrhea . Her SSN 900-06-1973 . She contacted on 4/9/1944 . Patient is from 737 Wyman Approach Suite 78 Brookline , 2747 .
Advised her to reach http://www.ted.com/talks/julia_sweeney_on_letting_go_of_god.html . Patient account number is  1312554168 . Medical record Id CA0450928 . Her 034908 087 27-18 Email is RafaelHills@fromnewmexico.com
Patient Id 2297101 . IP address 165.1.0.0",Frankie Heathcote,Diarrhea,900-06-1973,4/9/1944,737 Wyman Approach Suite 78,Brookline,2747,http://www.ted.com/talks/julia_sweeney_on_letting_go_of_god.html,1312554168,CA0450928,034908 087 27-18,RafaelHills@fromnewmexico.com,2297101,165.1.0.0
1797,"Mr Kelvin Powlowski is suffering from cough . Patient SSN 357214808 . He arrived on 16.1.2023 . Patient is from 771 Kirlin Haven Boston , 2129 .
Advised him to reach http://soundcloud.com/wmariele/psychophonik-aka-flo-sven-gemusebarpromo-may2010 . Patient account number 8176874129 . Medical record Id MR9387685 . Patient 031486 70 35 Email is KipShanahan@techspot.com
Patient Id 944182 . IP address 37.188.96.0",Kelvin Powlowski,cough,357214808,16.1.2023,771 Kirlin Haven,Boston,2129,http://soundcloud.com/wmariele/psychophonik-aka-flo-sven-gemusebarpromo-may2010,8176874129,MR9387685,031486 70 35,KipShanahan@techspot.com,944182,37.188.96.0
1798,"Mrs Collin Beatty is suffering from cancer . Her SSN 511 41 9484 . She contacted on 25/6/1993 . Patient is from 120 Wuckert Track New Bedford , 1915 .
Advised her to reach http://soundcloud.com/dj-pearl/dj-pearl-june-july-2010-mix . Patient account number is  0891131063 . Medical record Id MR4188830 . Her 0012 260-24 39 Email is PhilDoyle@hotpop3.com
Patient Id Y3314253 . IP address 103.206.188.0",Collin Beatty,cancer,511 41 9484,25/6/1993,120 Wuckert Track,New Bedford,1915,http://soundcloud.com/dj-pearl/dj-pearl-june-july-2010-mix,0891131063,MR4188830,0012 260-24 39,PhilDoyle@hotpop3.com,Y3314253,103.206.188.0
1799,"Mr Patricio Peña has  Diarrhea . Patient SSN 309 67 9740 . He came on 27/5/1972 . Patient home address is  837 Mills Dam Easthampton , 2126 .
we gave him http://www.flickr.com/photos/jeffclavier/4766154590/ . Patient account number 2867102864 . Medical record Id CA3082457 . Patient 025724 20 19 Email is StefaniaO'Kon@pmail.net
Patient Id E565439 . Here is the IP 31.130.168.0",Patricio Peña,Diarrhea,309 67 9740,27/5/1972,837 Mills Dam,Easthampton,2126,http://www.flickr.com/photos/jeffclavier/4766154590/,2867102864,CA3082457,025724 20 19,StefaniaO'Kon@pmail.net,E565439,31.130.168.0
1800,"Mr Ross Torphy has  fever . Patient SSN 495-00-2870 . He came on 24.2.1996 . Patient home address is  158 Rempel Drive Natick , 1851 .
we gave him http://www.youtube.com/watch?v=QZXWrlqAxG . Patient account number 8627055834 . Medical record Id DS4795993 . Patient 06-746-64 80 Email is AnnaleeSpencer@bikemechanics.com
Patient Id XW2710030 . Here is the IP 193.168.204.0",Ross Torphy,fever,495-00-2870,24.2.1996,158 Rempel Drive,Natick,1851,http://www.youtube.com/watch?v=QZXWrlqAxG,8627055834,DS4795993,06-746-64 80,AnnaleeSpencer@bikemechanics.com,XW2710030,193.168.204.0
1801,"Mr Jeanine Gaylord is suffering from Diarrhea . Patient SSN 148558008 . He arrived on 1937/1/7 . Patient is from 326 Hilll Route Unit 39 Rutland , 1543 .
Advised him to reach http://soundcloud.com/nathan-nathriel/nathan-nathriel-mixtours . Patient account number 0992075307 . Medical record Id DS4683814 . Patient 04980-01-10 Email is FeltonBalistreri@mail2donna.com
Patient Id 2231730 . IP address 94.158.180.0",Jeanine Gaylord,Diarrhea,148558008,1937/1/7,326 Hilll Route Unit 39,Rutland,1543,http://soundcloud.com/nathan-nathriel/nathan-nathriel-mixtours,0992075307,DS4683814,04980-01-10,FeltonBalistreri@mail2donna.com,2231730,94.158.180.0
1802,"Mrs Lai Padberg is suffering from headache . Her SSN 147-39-0707 . She contacted on 18/12/2014 . Patient is from 1072 Heathcote Trace Suite 56 Beverly , 2119 .
Advised her to reach http://yfrog.com/9gtaylorlautnerjoeykingboj . Patient account number is  6079731099 . Medical record Id ID9260359 . Her 0347-143 13 70 Email is BufordSchultz@mail2bob.com
Patient Id W39X08715 . IP address 194.31.80.0",Lai Padberg,headache,147-39-0707,18/12/2014,1072 Heathcote Trace Suite 56,Beverly,2119,http://yfrog.com/9gtaylorlautnerjoeykingboj,6079731099,ID9260359,0347-143 13 70,BufordSchultz@mail2bob.com,W39X08715,194.31.80.0
